Date,Time,Headlines,Description,Company,Ticker,headlines_polarity,description_polarity,Final_sentiment,Open,Close,Adj Close
2017-09-27,19:13:00,'Don't chase the ambulance:' Palo Alto Networks CEO speaks out on the epic Equifax breach,Jim Cramer sits down with cybersecurity chief Mark McLaughlin to hear his take on recent high-profile hacks.,Palo Alto Networks,PANW,0.1,-0.0777777777777777,0,46.91666793823242,46.63999938964844,46.63999938964844
2017-09-20,19:09:00,Cramer's charts indicate Nvidia's stock could be due for a pullback,Jim Cramer examines the charts of semiconductor maker Nvidia to predict the rallying stock's next moves.,Nvidia,NVDA,-0.125,0.0,1,46.875,46.459999084472656,45.942970275878906
2017-09-15,10:20:00,Red-hot Nvidia gets its most bullish Wall Street call yet due to A.I.,Evercore ISI is optimistic about Nvidia's market opportunity in artificial intelligence after meeting with the company's management.,Nvidia,NVDA,0.1875,-0.6,2,43.21500015258789,45.02750015258789,44.52640914916992
2017-09-13,19:02:00,Cramer's lightning round: Here's where Qualcomm went wrong,"Jim Cramer shares his take on callers' favorite stocks at lightning speed, including one tech name rivaling Apple.",Qualcomm,QCOM,-0.35,0.5,1,50.79999923706055,51.0099983215332,43.10117721557617
2017-08-31,19:29:00,Cramer unpacks Analog Devices' 'mosaic' of unstoppable growth drivers,"Jim Cramer outlines the bull case for Analog Devices, a semiconductor company involved in industrial, auto, wireless and consumer markets.",Analog Devices,ADI,0.0,0.0,1,84.33999633789062,83.66999816894531,74.1307373046875
2017-08-18,13:37:00,"Nike, Nvidia and other failing stocks could be signaling market shift everyone trying to forecast",Traders are looking at momentum stocks for signs of changing market sentiment.,Nvidia,NVDA,-0.125,0.0,2,40.91749954223633,40.375,39.890567779541016
2017-08-11,11:31:00,Market's hottest stock Nvidia plunges after traders didn't get perfect earnings report they expected,Wall Street is surprised over Nvidia's slowing growth in its unit that serves artificial intelligence applications.,Nvidia,NVDA,0.45,-0.25,1,39.28499984741211,38.9900016784668,38.52218246459961
2017-08-09,13:10:00,"Buy Nvidia, the market's hottest stock, before earnings due to gaming strength: Jefferies",Jefferies predicts Nvidia will report strong gaming segment sales due to Nintendo Switch demand.,Nvidia,NVDA,-0.125,0.1541666666666666,1,42.10749816894531,43.02750015258789,42.51124954223633
2017-06-21,19:01:00,"Adobe CEO: Microsoft partnership will automate sales, marketing with AI","Jim Cramer sat down with Adobe Systems CEO Shantanu Narayen to talk innovation, artificial intelligence, job creation and more.",Microsoft,MSFT,0.0,-0.0851851851851851,1,70.20999908447266,70.2699966430664,65.05081939697266
2017-06-20,18:33:00,IBM CEO Ginni Rometty says 80% of the world's data is where the 'real gold' is,Jim Cramer spoke with IBM CEO Ginni Rometty about IBM's latest transformation as a business.,IBM,IBM,0.2,0.5,1,147.68641662597656,148.13575744628906,108.79956817626952
2017-06-20,12:51:00,"A bear on the market's hottest stock, Nvidia, just threw in the towel because of a surprising reason","Nvidia shares have more than tripled in the last year, the best return of any stock in the S&P 500. ",Nvidia,NVDA,0.7,0.5,2,39.75749969482422,39.272499084472656,38.80130386352539
2017-06-13,18:51:00,Cramer's lightning round: What I'm doing with the stock of NXP Semiconductors,"Jim Cramer flies through his take on caller favorite stocks, including this semiconductor play.",NXP Semiconductors,NXPI,-0.2,0.5,1,108.4499969482422,109.11000061035156,100.92366027832033
2017-06-09,19:46:00,Cramer shares the best time to buy stock in Wall Street favorite Nvidia,Jim Cramer advises investors on how to parse Wall Street's commentary on red-hot chipmaker Nvidia.,Nvidia,NVDA,0.75,0.0,1,41.185001373291016,37.400001525878906,36.95127487182617
2017-05-31,19:02:00,HP Inc CEO says an intern helped spur 'the birth of a new category' in printing,"Jim Cramer sat down with Dion Weisler, the president and CEO of HP Inc., for more on his company's latest earnings beat.",HP Inc.,HPQ,0.1363636363636363,0.2814814814814815,1,18.950000762939453,18.76000022888184,15.363015174865724
2017-05-18,19:03:00,Salesforce CEO Marc Benioff says his company is 'crushing Oracle',"Jim Cramer spoke with Marc Benioff after his cloud company, Salesforce, reported an earnings beat.",Salesforce,CRM,0.4,0.0,0,87.87999725341797,87.75,87.75
2017-05-16,19:38:00,Cramer's charts indicate Qualcomm's struggling stock could be gearing up for a comeback,Jim Cramer turns to the charts of technician Tim Collins to see what's ahead for the telecom play.,Qualcomm,QCOM,0.0,0.0,0,55.38999938964844,55.95000076293945,46.3013801574707
2017-05-11,13:54:00,Cramer lists 4 things propelling Nvidia's booming business,"Jim Cramer says that gaming, visualization, data centers, and autos are key drivers for the future of Nvidia.",Nvidia,NVDA,0.0,0.0,1,30.012500762939453,31.625,31.21267890930176
2017-05-05,19:40:00,"Cramer: With Buffett scaling out, here's the transformational thing IBM could do next",Jim Cramer believes that IBM can now make a company-changing acquisition and buy the struggling Twitter.,IBM,IBM,0.0,0.0,1,146.76864624023438,148.23135375976562,107.81657409667967
2017-05-04,20:01:00,Intel CEO Brian Krzanich says this is the best time in history to buy a PC,Jim Cramer spoke with Intel CEO Brian Krzanich about Intel's evolving business.,Intel,INTC,1.0,0.0,2,36.9900016784668,36.84999847412109,30.932842254638672
2017-05-01,19:19:00,Salesforce CEO Marc Benioff dishes on his $400 billion job creation goal,Jim Cramer sat down with Salesforce's Marc Benioff to hear how the CEO plans to revamp today's workforce.,Salesforce,CRM,0.0,-0.1555555555555555,1,86.25,86.66000366210938,86.66000366210938
2017-04-19,19:26:00,Cramer: IBM can take a hint from these high-flying consumer names,"Jim Cramer says McDonald's, Coca-Cola, and Wal-Mart can all teach IBM something about corporate turnarounds.",IBM,IBM,0.0,0.0,1,154.64627075195312,154.579345703125,112.43376922607422
2017-04-12,19:05:00,Cramer investigates why AMD and NVDA's stocks just got rattled,Jim Cramer reveals that the selloff has less to do with business and more to do with market perception.,AMD,AMD,0.0,0.1666666666666666,0,12.9399995803833,12.760000228881836,12.760000228881836
2017-03-08,19:39:00,Cramer's lightning round: Playing a head-and-shoulders pattern on Nvidia,Jim Cramer quickly provides his take on various stocks.,Nvidia,NVDA,-0.2,0.1666666666666666,1,25.174999237060547,24.63999938964844,24.31875228881836
2017-03-03,19:26:00,Cramer's lightning round: Wait for hot money to flow out of AMD,Jim Cramer provides his opinion on stocks from callers at a rapid pace.,AMD,AMD,0.0249999999999999,0.0,1,13.550000190734863,13.029999732971191,13.029999732971191
2017-02-28,19:55:00,Salesforce CEO Marc Benioff explains why the company gave light guidance,"Jim Cramer spoke with Marc Benioff on the company's most recent quarterly report, immigration and more.",Salesforce,CRM,0.4,0.3333333333333333,1,81.5,81.3499984741211,81.3499984741211
2017-02-16,20:37:00,Top 3 takeaways Cisco’s CEO wants you to take away from its break-away quarter,Jim Cramer spoke with Chuck Robbins on the quarter that was initially misunderstood by investors.,Cisco,CSCO,0.35,0.0,1,33.2599983215332,33.599998474121094,27.28559875488281
2017-02-13,19:25:00,Intel CEO reveals what it is really like to meet with President Trump in the White House,"Jim Cramer spoke with Intel CEO Brian Krzanich, who shared what happened behind closed doors in the White House.",Intel,INTC,0.1,-0.1666666666666666,0,35.56999969482422,35.79999923706055,29.82952690124512
2017-01-26,19:09:00,ServiceNow's CEO explains the secret sauce behind 52% growth,"Jim Cramer spoke with Frank Slootman, who dished out how the company achieved remarkable growth in the fourth quarter.",ServiceNow,NOW,-0.4,0.375,1,92.01000213623048,89.4800033569336,89.4800033569336
2017-01-10,19:00:00,"If you’re obsessed with Nvidia, Cramer says to watch these 5 stocks, too","Jim Cramer is sick and tired of investor obsession with Nvidia, and lists five other stocks that could be lifted in the semiconductor tide.",Nvidia,NVDA,-0.5,-0.4130952380952381,0,26.95249938964844,26.61750030517578,26.23735618591309
2016-11-16,18:45:00,"Cramer says 'lurking buyers' propped up stocks like Disney, NVIDIA and Starbucks",Jim Cramer uncovers why buyers are snapping up big names following the election of Donald Trump.,Nvidia,NVDA,0.0,0.0,1,21.834999084472656,22.90749931335449,22.546581268310547
2016-10-06,19:26:00,Cramer: Salesforce may have called off talks with Twitter because of LinkedIn,Jim Cramer provides background on why Salesforce may have cooled on a possible acquisition of Twitter.,Salesforce,CRM,0.0,0.0,1,71.13999938964844,71.26000213623047,71.26000213623047
2016-10-04,19:42:00,"Cramer: How Salesforce can rival Amazon, Alphabet & Facebook at its own game","Jim Cramer eyes Twitter as a match for Salesforce, saying it could allow the company to beat the cloud competition.",Salesforce,CRM,0.0999999999999999,0.0,1,70.58999633789062,72.62999725341797,72.62999725341797
2016-09-01,18:57:00,Cramer: Salesforce's Benioff earned the right to be taken at face value,"Jim Cramer outlined what prompted Salesforce's stock to drop, and why he's sticking with it.",Salesforce,CRM,0.2857142857142857,0.0,1,75.44999694824219,75.91000366210938,75.91000366210938
2016-07-20,18:12:00,"Cramer: Risks for Facebook, Amazon or Microsoft in an overheated market","Jim Cramer outlines the risks and rewards to owning Facebook, Microsoft or Amazon after the historic run.",Microsoft,MSFT,0.0,0.0,1,56.150001525878906,55.90999984741211,50.494327545166016
2016-06-07,18:57:00,"Cramer: AMD might have doubled, but it's still too risky for me",Jim Cramer goes off the charts to find out why Advanced Micro Devices has suddenly come back to life.,AMD,AMD,0.0,0.1333333333333333,2,4.559999942779541,4.510000228881836,4.510000228881836
2016-06-01,18:28:00,Cramer: The money-making theme that Amazon & Salesforce have figured out,Jim Cramer identified the strongest money-making theme out there behind the companies that continue to roar higher. ,Salesforce,CRM,0.0,-0.075,2,82.06999969482422,83.44999694824219,83.44999694824219
2016-05-18,19:09:00,Salesforce CEO: Using the power of business for social change,"Jim Cramer spoke with Salesforce CEO Marc Benioff on his powerful approach to stakeholders, not just shareholders.",Salesforce,CRM,0.0333333333333333,0.3,1,76.7699966430664,77.87000274658203,77.87000274658203
2016-04-21,19:45:00,"Cramer: Alphabet, Microsoft could climb back up","Jim Cramer reviewed the earnings action on Wall Street on Thursday and thinks once the smoke clears, they could bounce back.",Microsoft,MSFT,0.0,0.05,1,55.79999923706055,55.77999877929688,50.02701950073242
2016-04-20,19:34:00,Cramer: Intel could split in two,Jim Cramer makes the case as to why he thinks Intel could be about to break-up and unlock further shareholder value.,Intel,INTC,0.0,0.0,1,31.31999969482422,32.0,25.85433578491211
2016-04-19,19:17:00,"Cramer: Damage to IBM, Netflix hard to reverse",Jim Cramer analyzed why IBM and Netflix were put through the meat grinder this week. ,IBM,IBM,-0.2916666666666667,0.0,1,140.0286865234375,137.66729736328125,96.67803955078124
2016-04-15,18:36:00,Cramer's tax day showdown: Intuit vs. H&R Block,"Jim Cramer compares the two largest tax titans in the biz, and crowns only one king.",Intuit,INTU,0.0,0.0,1,103.16999816894533,102.83000183105467,96.84690856933594
2016-04-11,19:34:00,Cramer: The secret to Accenture's sauce,"Jim Cramer always says never own a stock if you don't know what it does. So, what does Accenture really do and why is it so successful?",Accenture,ACN,-0.4,0.2166666666666666,1,112.94000244140624,113.0999984741211,99.51990509033205
2016-02-25,13:16:00,"Lightning Round: Krispy Kreme, Citigroup & Qorvo","Jim Cramer rattles off his take on caller favorite stocks, including this stock that is in a world of pain right now.",Qorvo,QRVO,-0.2,0.3928571428571428,1,42.310001373291016,42.66999816894531,42.66999816894531
2016-02-18,19:14:00,Cramer: IBM valued higher than Apple—Insanity!,"Jim Cramer was shocked when IBM rallied on Thursday, giving it a higher value than Apple. Could this be the right time to make a play on value?",IBM,IBM,0.3125,-0.0547619047619047,2,124.2829818725586,126.62523651123048,88.92366027832031
2016-02-03,18:44:00,Salesforce CEO: The key to extraordinary growth,"Jim Cramer speaks to the CEO of Salesforce, who reveals how his company has grown so fast and where it's headed in the future.",Salesforce,CRM,0.1666666666666666,0.1,2,65.41999816894531,65.33999633789062,65.33999633789062
